Iteraciones,,Zmp-Ref_1,Zmp-FT_1_1,Zmp-FT_1_2,Zmp-FT_1_3,,Zmp-Ref_2,Zmp-FT_2_1,Zmp-FT_2_2,Zmp-FT_2_3,,Zmp-Ref_3,Zmp-FT_3_1,Zmp-FT_3_2,Zmp-FT_3_3,,Zmp-Ref_4,Zmp-FT_4_1,Zmp-FT_4_2,Zmp-FT_4_3,,Zmp-Ref_5,Zmp-FT_5_1,Zmp-FT_5_2,Zmp-FT_5_3,,Zmp-Ref_6,Zmp-FT_6_1,Zmp-FT_6_2,Zmp-FT_6_3,,Zmp-Ref_7,Zmp-FT_7_1,Zmp-FT_7_2,Zmp-FT_7_3,,Zmp-Ref_8,Zmp-FT_8_1,Zmp-FT_8_2,Zmp-FT_8_3,,Zmp-Ref_9,Zmp-FT_9_1,Zmp-FT_9_2,Zmp-FT_9_3,,Zmp-Ref_10,Zmp-FT_1_0_1,Zmp-FT_1_0_2,Zmp-FT_1_0_3
564,,0.0099999998,0.01111479,0.00769538,0.00874221,,0.02,0.02227055,0.02093443,0.02020205,,0.03,0.03274257,0.02943141,0.02942993,,0.04,0.04427204,0.03915307,0.04240852,,0.05,0.05308715,0.05544311,0.05568352,,0.06,0.06107086,0.06584769,0.06509899,,0.07,0.0716607,0.07649951,0.07849804,,0.08,0.08152101,0.08905561,0.08622167,,0.09,0.09617068,0.10161595,0.09613778,,0.1,0.10922171,0.11244215,0.1165197
565,,0.0099999998,0.01111005,0.00756125,0.0088382,,0.02,0.02225427,0.02117145,0.02038047,,0.03,0.03271465,0.02964895,0.0294225,,0.04,0.04417813,0.03917561,0.04229264,,0.05,0.05334691,0.05519532,0.05572207,,0.06,0.06134567,0.06596509,0.06523514,,0.07,0.07183357,0.07651251,0.07829729,,0.08,0.08123073,0.08973895,0.08631754,,0.09,0.09573799,0.10138932,0.09631091,,0.1,0.10906093,0.11255798,0.11669237
566,,0.0099999998,0.01124008,0.00761406,0.00883092,,0.02,0.02222363,0.02106647,0.02041995,,0.03,0.03270901,0.02967512,0.0296304,,0.04,0.04402281,0.03920572,0.04226481,,0.05,0.05327655,0.05490727,0.05530095,,0.06,0.06159162,0.06606681,0.06508592,,0.07,0.07187498,0.07647831,0.07830735,,0.08,0.08101554,0.09013599,0.08712121,,0.09,0.09564283,0.10116571,0.09692612,,0.1,0.10902159,0.11272106,0.11654709
567,,0.0099999998,0.01118786,0.0076332,0.00887881,,0.02,0.02232396,0.02114156,0.02042436,,0.03,0.03265668,0.02994884,0.02976624,,0.04,0.04395873,0.03941204,0.04211527,,0.05,0.05353999,0.05485379,0.05508923,,0.06,0.06140596,0.06581987,0.06525251,,0.07,0.07218002,0.07637565,0.07819932,,0.08,0.08099272,0.09083948,0.08709307,,0.09,0.09538203,0.10126808,0.0972766,,0.1,0.10929273,0.11271107,0.11588769
568,,0.0099999998,0.01119147,0.00766402,0.0088047,,0.02,0.02225,0.02137967,0.02048841,,0.03,0.03268347,0.02980175,0.02985883,,0.04,0.04390275,0.03948054,0.042152,,0.05,0.05341651,0.05457666,0.05501749,,0.06,0.06135009,0.06572475,0.06505294,,0.07,0.07228294,0.0763768,0.07843081,,0.08,0.08082657,0.09105649,0.08702862,,0.09,0.09534524,0.10131563,0.09727812,,0.1,0.1095652,0.11256583,0.11559174
569,,0.0099999998,0.01120928,0.00767398,0.00887543,,0.02,0.02225947,0.02125924,0.02048916,,0.03,0.03248569,0.02974918,0.02988206,,0.04,0.04351785,0.03960814,0.0421123,,0.05,0.05339309,0.05466988,0.05521319,,0.06,0.06104439,0.06596552,0.06516644,,0.07,0.07229327,0.07618538,0.07885695,,0.08,0.08063341,0.09129312,0.08705239,,0.09,0.0950711,0.10141012,0.09751869,,0.1,0.10916466,0.11254263,0.11453726
570,,0.0099999998,0.01118297,0.00763838,0.00879321,,0.02,0.02228598,0.02133479,0.02047357,,0.03,0.03259683,0.02987451,0.03005917,,0.04,0.04354315,0.03970902,0.04204582,,0.05,0.05352476,0.05469136,0.05519082,,0.06,0.06116346,0.06583154,0.06498525,,0.07,0.0720011,0.07631073,0.07921753,,0.08,0.08066583,0.09111369,0.08655,,0.09,0.09491035,0.10188308,0.09759454,,0.1,0.10876855,0.11253425,0.11433298
571,,0.0099999998,0.01129812,0.00763737,0.00876399,,0.02,0.02224632,0.02134192,0.02046801,,0.03,0.03249441,0.0298302,0.02992442,,0.04,0.04357256,0.04012468,0.04199907,,0.05,0.05344074,0.05467113,0.05544516,,0.06,0.06095029,0.06570162,0.0650012,,0.07,0.07175886,0.07630562,0.0795263,,0.08,0.08052433,0.0908905,0.08660269,,0.09,0.09492243,0.10188894,0.09769308,,0.1,0.10848399,0.1118571,0.11335423
572,,0.0099999998,0.01127557,0.00758315,0.00886249,,0.02,0.02218432,0.02138735,0.02052161,,0.03,0.03254861,0.02984521,0.03001788,,0.04,0.04361074,0.04001986,0.04203339,,0.05,0.05313969,0.05480408,0.05541094,,0.06,0.060939,0.06567038,0.0650529,,0.07,0.07174182,0.07644404,0.07993679,,0.08,0.08073799,0.09065586,0.08585953,,0.09,0.09507263,0.10287528,0.09791669,,0.1,0.10829677,0.11205727,0.11266192
573,,0.0099999998,0.01120743,0.00774185,0.00875827,,0.02,0.02212062,0.02139134,0.02046271,,0.03,0.0325594,0.02967075,0.03002254,,0.04,0.0432798,0.04011224,0.04196237,,0.05,0.05315641,0.05498176,0.0556888,,0.06,0.06080704,0.06587366,0.06479757,,0.07,0.07148128,0.07647406,0.08067165,,0.08,0.08090867,0.0895588,0.08553375,,0.09,0.09529429,0.10317533,0.0978725,,0.1,0.10814305,0.1116022,0.11204874
574,,0.0099999998,0.01120074,0.00770766,0.00873203,,0.02,0.02197375,0.0212256,0.02047221,,0.03,0.03256232,0.02965182,0.02992345,,0.04,0.04366416,0.04010552,0.04193296,,0.05,0.05304712,0.05555424,0.05597062,,0.06,0.0608696,0.06562437,0.06500202,,0.07,0.07146926,0.07671018,0.08095641,,0.08,0.08090474,0.08921827,0.08468211,,0.09,0.09532338,0.10358642,0.09769356,,0.1,0.10819028,0.11124629,0.11143068
575,,0.0099999998,0.01115297,0.00768567,0.00877906,,0.02,0.02207109,0.02122568,0.02032447,,0.03,0.03273439,0.02940876,0.02990268,,0.04,0.0435123,0.04005493,0.04182714,,0.05,0.05283541,0.05560704,0.05613595,,0.06,0.06091142,0.06587175,0.06511453,,0.07,0.07144412,0.0768219,0.08154862,,0.08,0.08089819,0.0882868,0.08425519,,0.09,0.09544391,0.10440446,0.09765124,,0.1,0.10786566,0.11129473,0.11094398
576,,0.0099999998,0.01113306,0.00766338,0.00874929,,0.02,0.02203444,0.02120333,0.02035007,,0.03,0.03286555,0.02942477,0.0297004,,0.04,0.04365168,0.04001469,0.04183844,,0.05,0.0528475,0.05583184,0.05645185,,0.06,0.06093591,0.06581181,0.06504594,,0.07,0.07131997,0.07724957,0.08162777,,0.08,0.08103344,0.08772302,0.08365648,,0.09,0.09556206,0.10454957,0.09783146,,0.1,0.10774885,0.11100028,0.11105321
577,,0.0099999998,0.01101221,0.00776046,0.00866352,,0.02,0.02210051,0.02110159,0.02028055,,0.03,0.03292207,0.02929513,0.02953504,,0.04,0.04394555,0.03981011,0.04171159,,0.05,0.05250088,0.05591199,0.0567041,,0.06,0.0608988,0.06606788,0.06521007,,0.07,0.07119589,0.07754864,0.08197658,,0.08,0.08109003,0.0866671,0.083338,,0.09,0.09584779,0.10499333,0.09753154,,0.1,0.10786992,0.11081645,0.11095656
578,,0.0099999998,0.01100467,0.00768698,0.00868797,,0.02,0.02198546,0.02086094,0.02024899,,0.03,0.03303146,0.02929542,0.02951006,,0.04,0.04402201,0.03974664,0.04171605,,0.05,0.05254094,0.05601296,0.05657275,,0.06,0.06110804,0.06610367,0.06528082,,0.07,0.0712787,0.07770213,0.08222882,,0.08,0.08124656,0.08603368,0.08286688,,0.09,0.09593143,0.104921,0.09744969,,0.1,0.10790981,0.11120148,0.11112263
579,,0.0099999998,0.01097241,0.00765639,0.00874022,,0.02,0.02204064,0.02096561,0.02025337,,0.03,0.03303377,0.02934161,0.02944192,,0.04,0.0442368,0.03970182,0.0418098,,0.05,0.05248284,0.05587601,0.05660769,,0.06,0.06117091,0.06626594,0.06534082,,0.07,0.07133909,0.07785474,0.08197033,,0.08,0.08117486,0.08575472,0.08269253,,0.09,0.09610271,0.10504183,0.09749801,,0.1,0.10808951,0.11124244,0.11151478
580,,0.0099999998,0.01105116,0.00767698,0.00884355,,0.02,0.02200383,0.02083345,0.02021843,,0.03,0.0332396,0.02926984,0.02927068,,0.04,0.04417966,0.03960439,0.04185802,,0.05,0.05253965,0.0559924,0.05668354,,0.06,0.06131563,0.06627581,0.06555768,,0.07,0.07169575,0.0781912,0.08194879,,0.08,0.08141871,0.08533463,0.08244707,,0.09,0.09605377,0.10495934,0.09749115,,0.1,0.10799994,0.11143307,0.11186717
581,,0.0099999998,0.01090627,0.00767994,0.00871165,,0.02,0.02213484,0.02087999,0.02017738,,0.03,0.03322359,0.02924887,0.02928607,,0.04,0.04438661,0.03943594,0.04187953,,0.05,0.0525431,0.05577838,0.05630494,,0.06,0.06136647,0.06640125,0.06565308,,0.07,0.07161119,0.07831711,0.08164446,,0.08,0.08104701,0.08497323,0.08242183,,0.09,0.09622079,0.1046107,0.09749769,,0.1,0.1084587,0.11218157,0.11234502
582,,0.0099999998,0.01095354,0.00769321,0.00879138,,0.02,0.02199892,0.02088909,0.02011878,,0.03,0.03336687,0.02918234,0.02907679,,0.04,0.04451339,0.03950773,0.04198525,,0.05,0.05265904,0.05584272,0.05614654,,0.06,0.06130631,0.06647876,0.06566966,,0.07,0.07181758,0.07853127,0.08144519,,0.08,0.0810898,0.08499739,0.08269537,,0.09,0.09599061,0.10420972,0.09755934,,0.1,0.10866502,0.11227399,0.11254501
583,,0.0099999998,0.01096077,0.00751362,0.00868802,,0.02,0.02210776,0.0209093,0.02016716,,0.03,0.03329354,0.02932732,0.02920849,,0.04,0.04437609,0.03923657,0.04218664,,0.05,0.05289331,0.05561082,0.05608124,,0.06,0.06121846,0.06639034,0.06555268,,0.07,0.07174724,0.07856201,0.08118767,,0.08,0.08090117,0.084981,0.08268329,,0.09,0.09584847,0.10391368,0.0975215,,0.1,0.10889386,0.11318699,0.11329383
584,,0.0099999998,0.01102391,0.00761742,0.00889202,,0.02,0.02218379,0.020941,0.02017734,,0.03,0.03323334,0.02922285,0.02935073,,0.04,0.04435506,0.03931315,0.04215711,,0.05,0.05293907,0.05530311,0.05598278,,0.06,0.06121907,0.06642785,0.0656516,,0.07,0.07182061,0.07866742,0.08071677,,0.08,0.08074622,0.08523685,0.08328542,,0.09,0.09580168,0.10363464,0.09750045,,0.1,0.10876499,0.11328854,0.11341874
585,,0.0099999998,0.01099089,0.00754752,0.00869742,,0.02,0.02210667,0.02100506,0.02011556,,0.03,0.03320114,0.02939496,0.02938413,,0.04,0.04440828,0.03940293,0.0422707,,0.05,0.05275817,0.05532249,0.05571964,,0.06,0.06116083,0.0664456,0.0654707,,0.07,0.07177401,0.07860463,0.08021577,,0.08,0.08071787,0.0856892,0.08331645,,0.09,0.09552915,0.10324761,0.09751834,,0.1,0.10902132,0.11379312,0.11416595
586,,0.0099999998,0.01106124,0.00760061,0.00881234,,0.02,0.02213569,0.02111021,0.02026719,,0.03,0.03297792,0.02926913,0.0293834,,0.04,0.04422553,0.03938413,0.04255449,,0.05,0.05297082,0.05496524,0.05572126,,0.06,0.06097341,0.06620716,0.06539192,,0.07,0.07182564,0.07820828,0.07989163,,0.08,0.0807093,0.0856872,0.08383434,,0.09,0.09547742,0.10253832,0.09751826,,0.1,0.10903113,0.11412555,0.11436126
587,,0.0099999998,0.01115316,0.00767867,0.00886411,,0.02,0.02222192,0.02100898,0.02014163,,0.03,0.03297464,0.02929968,0.02942377,,0.04,0.04418249,0.03944377,0.04245806,,0.05,0.05287003,0.05503168,0.05545856,,0.06,0.06085635,0.06607233,0.06519439,,0.07,0.07184418,0.07807331,0.07959475,,0.08,0.0804939,0.08645868,0.08401209,,0.09,0.09538785,0.10222018,0.09703355,,0.1,0.10912953,0.11444303,0.11484437
588,,0.0099999998,0.01111424,0.00760805,0.00886136,,0.02,0.02216104,0.02115706,0.02028049,,0.03,0.03300548,0.02942273,0.02960689,,0.04,0.04410608,0.03958397,0.04259881,,0.05,0.05297346,0.05495607,0.05560271,,0.06,0.06095432,0.06602352,0.06512532,,0.07,0.07170726,0.07757998,0.07930833,,0.08,0.08066297,0.08666019,0.08433258,,0.09,0.09526244,0.1017797,0.09694874,,0.1,0.10897587,0.11459816,0.11495598
589,,0.0099999998,0.0112104,0.00758372,0.00891456,,0.02,0.02220694,0.02116415,0.02031938,,0.03,0.03289351,0.02952433,0.02957352,,0.04,0.04399459,0.03945036,0.04269052,,0.05,0.05296198,0.05483421,0.05547419,,0.06,0.06103928,0.06570146,0.064849,,0.07,0.07173214,0.07729036,0.0792954,,0.08,0.08078978,0.08718286,0.08455292,,0.09,0.09538625,0.10183516,0.09684683,,0.1,0.10887778,0.1142122,0.11502577
590,,0.0099999998,0.0111605,0.00766617,0.00886052,,0.02,0.0222528,0.02130365,0.02020781,,0.03,0.03266386,0.02962552,0.0296157,,0.04,0.04380636,0.03966165,0.04261503,,0.05,0.05293991,0.05518094,0.05553905,,0.06,0.06111494,0.06559162,0.06492661,,0.07,0.0717307,0.07696456,0.07915065,,0.08,0.08088543,0.08762329,0.08464622,,0.09,0.09514563,0.10172555,0.09650943,,0.1,0.1084947,0.11448748,0.11474938
591,,0.0099999998,0.01123166,0.00770763,0.0087742,,0.02,0.02212076,0.02129779,0.02019469,,0.03,0.0326829,0.0295619,0.02968158,,0.04,0.04388241,0.03970107,0.04241807,,0.05,0.05287822,0.05511008,0.05565706,,0.06,0.06106716,0.06533361,0.06465368,,0.07,0.07162111,0.0765681,0.07909943,,0.08,0.0810322,0.08770458,0.0848409,,0.09,0.09537361,0.10168906,0.09621236,,0.1,0.10864741,0.11382313,0.11492945
592,,0.0099999998,0.01111832,0.00757926,0.00888596,,0.02,0.02225467,0.02136581,0.02038552,,0.03,0.03277561,0.02962004,0.02978148,,0.04,0.04384004,0.03976332,0.04245585,,0.05,0.05316435,0.05516824,0.05574676,,0.06,0.06106856,0.06537368,0.06477808,,0.07,0.07155744,0.07620589,0.07916516,,0.08,0.08104066,0.0879766,0.08502334,,0.09,0.09526969,0.10175268,0.09613255,,0.1,0.10826752,0.11356834,0.11443766
593,,0.0099999998,0.01120418,0.00760904,0.00874383,,0.02,0.02224797,0.02126205,0.02048291,,0.03,0.03269617,0.02975323,0.02967623,,0.04,0.04384832,0.03974325,0.04223656,,0.05,0.05296728,0.05512786,0.05573359,,0.06,0.06122398,0.06528985,0.06446553,,0.07,0.07164872,0.07614408,0.07918076,,0.08,0.08118924,0.08827736,0.08489173,,0.09,0.0956493,0.10192256,0.09584843,,0.1,0.10820077,0.11286065,0.11405613
594,,0.0099999998,0.01124796,0.00757628,0.00878939,,0.02,0.02231546,0.02130095,0.02040713,,0.03,0.03272734,0.02982544,0.02981679,,0.04,0.0438198,0.03981981,0.0422383,,0.05,0.05300298,0.05522671,0.05575598,,0.06,0.06104203,0.0654436,0.06466682,,0.07,0.07136419,0.07596349,0.07930725,,0.08,0.08102649,0.08842476,0.08516148,,0.09,0.09541316,0.1018264,0.09583464,,0.1,0.10858397,0.11277652,0.11444215
595,,0.0099999998,0.01112793,0.00762844,0.00875833,,0.02,0.02226001,0.02138177,0.02042737,,0.03,0.03273385,0.02965673,0.02980162,,0.04,0.04388965,0.03977615,0.04201313,,0.05,0.05316256,0.05538719,0.05607502,,0.06,0.06119005,0.06547,0.06495383,,0.07,0.07145736,0.07606123,0.07952539,,0.08,0.08131802,0.08853257,0.08526479,,0.09,0.09578323,0.10202801,0.09569962,,0.1,0.10819897,0.11225873,0.11401135
596,,0.0099999998,0.01110013,0.00763224,0.00880662,,0.02,0.02226125,0.02126137,0.02047906,,0.03,0.03265709,0.02978577,0.02988927,,0.04,0.04388324,0.03977074,0.04193159,,0.05,0.05311771,0.0555112,0.05594685,,0.06,0.06142116,0.06563563,0.06487156,,0.07,0.07151894,0.07604828,0.07960993,,0.08,0.08103352,0.08852533,0.0852517,,0.09,0.09582045,0.10237445,0.0955973,,0.1,0.10792714,0.11195534,0.11402748
597,,0.0099999998,0.01116146,0.00759134,0.00872445,,0.02,0.02221565,0.02122888,0.02044448,,0.03,0.03271179,0.02963248,0.02993834,,0.04,0.04390953,0.03971761,0.04184974,,0.05,0.05284714,0.05540298,0.05592492,,0.06,0.06105945,0.06587248,0.06509069,,0.07,0.07155332,0.07612643,0.079935,,0.08,0.08103611,0.08867068,0.08520904,,0.09,0.095808,0.10267189,0.09585243,,0.1,0.10807334,0.11125207,0.11378721
598,,0.0099999998,0.01123158,0.00763547,0.00880693,,0.02,0.02223653,0.02126817,0.02043065,,0.03,0.03272988,0.02963749,0.02983195,,0.04,0.04379853,0.03970184,0.04175822,,0.05,0.05311269,0.05544383,0.05600917,,0.06,0.06106395,0.06576827,0.06526851,,0.07,0.07152805,0.07641236,0.07995973,,0.08,0.08105461,0.08872392,0.08525338,,0.09,0.09593896,0.10278703,0.095973,,0.1,0.10810316,0.1109461,0.11379579
599,,0.0099999998,0.01116496,0.00760662,0.00880601,,0.02,0.02223588,0.02119428,0.02052278,,0.03,0.03285509,0.02964571,0.02989169,,0.04,0.04385962,0.03984194,0.04177998,,0.05,0.05285078,0.05553458,0.05587965,,0.06,0.0610826,0.06633548,0.06544313,,0.07,0.07154065,0.07679436,0.08018865,,0.08,0.08083564,0.08873536,0.08510622,,0.09,0.09573476,0.10290261,0.09607363,,0.1,0.10790437,0.1107915,0.11389845
600,,0.0099999998,0.01107722,0.00758816,0.008836,,0.02,0.0221739,0.02098149,0.02049179,,0.03,0.03282363,0.02953885,0.02985076,,0.04,0.04386098,0.03979516,0.04179623,,0.05,0.0528015,0.0552828,0.05594514,,0.06,0.06098256,0.06636468,0.06548811,,0.07,0.07158827,0.07677767,0.08031753,,0.08,0.08089557,0.08873591,0.08521718,,0.09,0.09586965,0.10302006,0.09648111,,0.1,0.10824481,0.1107218,0.11372163
601,,0.0099999998,0.01112269,0.00764316,0.00879842,,0.02,0.02215428,0.02124116,0.0203131,,0.03,0.03285848,0.02938177,0.02974579,,0.04,0.04398238,0.03975568,0.04180126,,0.05,0.05278613,0.05555205,0.05608454,,0.06,0.06101391,0.06647963,0.06575901,,0.07,0.0715048,0.07708989,0.08054673,,0.08,0.08083204,0.08888505,0.08519903,,0.09,0.09565598,0.10338934,0.0967709,,0.1,0.1082319,0.11092089,0.11386772
602,,0.0099999998,0.0109975,0.00758273,0.00884048,,0.02,0.02211724,0.02115675,0.02028218,,0.03,0.03294843,0.02938944,0.02972178,,0.04,0.04397687,0.03959587,0.04187375,,0.05,0.05293074,0.05538363,0.05619007,,0.06,0.06108046,0.06639047,0.06584633,,0.07,0.07160797,0.07748876,0.08062726,,0.08,0.08087665,0.08866733,0.08520177,,0.09,0.09583722,0.10327327,0.09706708,,0.1,0.10902904,0.1106572,0.11378094
603,,0.0099999998,0.0110557,0.00760714,0.00883492,,0.02,0.02207894,0.02104538,0.02022094,,0.03,0.03286535,0.02932839,0.02948449,,0.04,0.04393263,0.03975881,0.04195512,,0.05,0.05265855,0.05549651,0.0559983,,0.06,0.06086539,0.06642773,0.06586584,,0.07,0.07165731,0.07761686,0.08060703,,0.08,0.08066864,0.08855066,0.08497655,,0.09,0.09564614,0.10326082,0.09747329,,0.1,0.1086667,0.11106932,0.11379219
604,,0.0099999998,0.01096847,0.00767419,0.00883725,,0.02,0.02202494,0.02104751,0.0203074,,0.03,0.03294142,0.02923957,0.02941263,,0.04,0.04377159,0.03969734,0.04209959,,0.05,0.05278998,0.05560865,0.05618331,,0.06,0.06108978,0.06639323,0.0657239,,0.07,0.07153397,0.07799076,0.08071654,,0.08,0.08049414,0.08865714,0.0849007,,0.09,0.09547691,0.10327362,0.09759279,,0.1,0.10900946,0.1113231,0.11395177
605,,0.0099999998,0.01101331,0.00761554,0.00885937,,0.02,0.022084,0.02101321,0.02026468,,0.03,0.03298388,0.029192,0.02949166,,0.04,0.04384216,0.03968683,0.04211074,,0.05,0.05271418,0.05557488,0.05604093,,0.06,0.06117274,0.06635648,0.06572571,,0.07,0.07148967,0.07779413,0.08088312,,0.08,0.08056887,0.08844394,0.08484637,,0.09,0.09532832,0.10321875,0.09788871,,0.1,0.10905136,0.11182611,0.11381852
606,,0.0099999998,0.01093457,0.00761134,0.00883564,,0.02,0.02209606,0.02094238,0.02021403,,0.03,0.03300886,0.02918913,0.0293449,,0.04,0.04401653,0.03966405,0.04216347,,0.05,0.05265605,0.05559776,0.05602107,,0.06,0.06116688,0.06639181,0.0654402,,0.07,0.07157381,0.07795598,0.08099329,,0.08,0.08066275,0.08832359,0.08452825,,0.09,0.09534165,0.10337555,0.09819982,,0.1,0.10907732,0.11204116,0.11389997
607,,0.0099999998,0.01102049,0.00764112,0.00877568,,0.02,0.02204296,0.02098509,0.02016757,,0.03,0.03298127,0.02919609,0.02936424,,0.04,0.04407884,0.03962729,0.04243138,,0.05,0.05264007,0.05551117,0.05607847,,0.06,0.06128685,0.06607819,0.06533383,,0.07,0.07132408,0.07809747,0.08128224,,0.08,0.08085458,0.08808135,0.08457868,,0.09,0.09536538,0.10319431,0.09823814,,0.1,0.10918316,0.11242962,0.11356709
608,,0.0099999998,0.01107668,0.00765716,0.00880404,,0.02,0.02210292,0.02092636,0.0201226,,0.03,0.03323057,0.02924071,0.02933685,,0.04,0.04399929,0.03959033,0.04226275,,0.05,0.0527002,0.05552187,0.05604903,,0.06,0.0611616,0.06599613,0.06511365,,0.07,0.07148388,0.07806105,0.08091693,,0.08,0.08086319,0.08783131,0.08418122,,0.09,0.09528947,0.1034717,0.09832337,,0.1,0.10900339,0.11256327,0.11348257
609,,0.0099999998,0.01105762,0.00761249,0.00886063,,0.02,0.02201444,0.02097698,0.02017552,,0.03,0.0330768,0.02923718,0.02920101,,0.04,0.04410607,0.03959865,0.04230189,,0.05,0.05275052,0.05543522,0.05603895,,0.06,0.06085398,0.06584999,0.06514039,,0.07,0.07156214,0.07780465,0.0809112,,0.08,0.08103957,0.08730631,0.08406068,,0.09,0.09536467,0.10316323,0.09827054,,0.1,0.10858335,0.11281958,0.11319455
610,,0.0099999998,0.01103744,0.00760658,0.00876983,,0.02,0.02214482,0.02095364,0.02028914,,0.03,0.03306948,0.02940092,0.0293667,,0.04,0.04418394,0.03957112,0.0423056,,0.05,0.05284145,0.05554329,0.05630841,,0.06,0.06099875,0.06557604,0.06494804,,0.07,0.07137043,0.07787011,0.08121511,,0.08,0.08107547,0.0870221,0.08385586,,0.09,0.09537543,0.10339344,0.09813596,,0.1,0.10867848,0.11312243,0.1130212
611,,0.0099999998,0.01103373,0.00756344,0.00875988,,0.02,0.02209333,0.02105335,0.02025804,,0.03,0.03315878,0.02933705,0.0293744,,0.04,0.04439246,0.03942118,0.04227643,,0.05,0.05281813,0.05562276,0.0560889,,0.06,0.06091696,0.06561488,0.06482067,,0.07,0.07162044,0.0776043,0.08086076,,0.08,0.08119104,0.08679727,0.08357863,,0.09,0.09551503,0.10344696,0.09780028,,0.1,0.10822144,0.11324838,0.11274479
612,,0.0099999998,0.01113746,0.00767749,0.00886038,,0.02,0.02211474,0.02107263,0.0202929,,0.03,0.03307115,0.02945632,0.02948746,,0.04,0.04435026,0.0396025,0.04220454,,0.05,0.05293659,0.05542782,0.0559637,,0.06,0.06084073,0.06568687,0.06500093,,0.07,0.07168179,0.07755265,0.08078855,,0.08,0.08115149,0.0865199,0.0835853,,0.09,0.09553126,0.10343261,0.0976871,,0.1,0.10829522,0.1133412,0.11281284
613,,0.0099999998,0.0111541,0.00762038,0.00882962,,0.02,0.02218308,0.02116361,0.02030376,,0.03,0.03300507,0.02953151,0.02948142,,0.04,0.044246,0.03957836,0.04216655,,0.05,0.05325866,0.05529119,0.05586723,,0.06,0.06113203,0.06543812,0.06481503,,0.07,0.07167455,0.0773119,0.08057646,,0.08,0.08112638,0.08609375,0.08347247,,0.09,0.09571888,0.10357703,0.09747314,,0.1,0.108172,0.11334381,0.11260878
,,,0.0110951145,0.007665199,0.0087944401,,,0.022149807,0.0211179213,0.0202950267,,,0.0328867181,0.0294721865,0.0295765361,,,0.0439713048,0.0396130846,0.0420803849,,,0.0529469048,0.0552930113,0.0558622689,,,0.0611127014,0.0659308296,0.0651712032,,,0.0716253255,0.0773746004,1.0947863304,,,0.0809280238,0.0872474529,0.0841825783,,,0.0955907023,0.1031144484,0.0969381274,,,0.1085258399,0.1125627879,0.1138317001
,,,,,0.0091849179,,,,,0.021187585,,,,,0.0306451469,,,,,0.0418882581,,,,,0.0547007283,,,,,0.0640715781,,,,,0.4145954188,,,,,0.0841193517,,,,,0.0985477594,,,,,0.1116401093
